Machine Learning Algorithms with R in Business Analytics | Coursera One of the most exciting aspects of business analytics is finding patterns in the data using machine learning algorithms. In this course you will gain a conceptual foundation for why machine learning algorithms are so important and how the resulting models from those algorithms are used to find actionable insight related to business problems. Some algorithms are used for predicting numeric outcomes, while others are used for predicting the classification of an outcome. Other algorithms are used for creating meaningful groups from a rich set of data. Upon completion of this course, you will be able to describe when each algorithm should be used. You will also be given the opportunity to use R and RStudio to run these algorithms and communicate the results using R notebooks. https://www.coursera.org/illinois
Text Mining and Analytics | Coursera This course will cover the major techniques for mining and analyzing text data to discover interesting patterns, extract useful knowledge, and support decision making, with an emphasis on statistical approaches that can be generally applied to arbitrary text data in any natural language with no or minimum human effort. Detailed analysis of text data requires understanding of natural language text, which is known to be a difficult task for computers. However, a number of statistical approaches have been shown to work well for the "shallow" but robust analysis of text data for pattern finding and knowledge discovery. You will learn the basic concepts, principles, and major algorithms in text mining and their potential applications. https://www.coursera.org/illinois
Predictive Analytics and Data Mining | Coursera This course introduces students to the science of business analytics while casting a keen eye toward the artful use of numbers found in the digital space. The goal is to provide businesses and managers with the foundation needed to apply data analytics to real-world challenges they confront daily in their professional lives. Students will learn to identify the ideal analytic tool for their specific needs; understand valid and reliable ways to collect, analyze, and visualize data; and utilize data in decision making for their agencies, organizations or clients. https://www.coursera.org/illinois
Inferential and Predictive Statistics for Business | Coursera This course provides an analytical framework to help you evaluate key problems in a structured fashion and will equip you with tools to better manage the uncertainties that pervade and complicate business processes. To this end, the course aims to cover statistical ideas that apply to managers by discussing two basic themes: first, is recognizing and describing variations present in everything around us, and then modeling and making decisions in the presence of these variations. The fundamental concepts studied in this course will reappear in many other classes and business settings. Our focus will be on interpreting the meaning of the results in a business and managerial setting.While you will be introduced to some of the science of what is being taught, the focus will be on applying the methodologies. This will be accomplished through use of Excel and using data sets from many different disciplines, allowing you to see the use of statistics in very diverse settings. The course will focus not only on explaining these concepts but also understanding the meaning of the results obtained.   You will be able to:   â¢ Test for beliefs about a population â¢ Compare differences between populations â¢ Use linear regression model for prediction â¢ Use Excel for statistical analysis  This course is part of Gies College of Businessâ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/. https://www.coursera.org/illinois
Accounting Analysis I: The Role of Accounting as an Information System | Coursera This course is the first course in a five-course Financial Reporting Specialization that covers the collection, processing, and communication of accounting information (via financial reports) about economic entities to interested parties (i.e., managers and external stakeholders such as stockholders and creditors). To gain the most relevant knowledge from these courses, learners should have taken a basic accounting course prior to this Specialization (which can be done through Coursera courses, such as any accounting course from the Fundamentals of Accounting Specialization: https://www.coursera.org/specializations/accounting-fundamentals). This Specialization focuses on accounting concepts, principles and theory with an emphasis on problems that arise in applying these concepts for external reporting purposes. Specific emphasis is placed on measurement of assets, liabilities, equities and income, as well as disclosure of additional information that may assist users understand the financial reports. After a brief introduction to the course, we will spend time understanding the overall financial accounting structure and standards as well as review the fundamental accounting process used to prepare the financial statements, which will establish a framework for the study of the concepts in the remaining courses in the Financial Reporting Specialization. In this course, we will begin our review of key information included in the Balance Sheet and Income Statement and their related financial disclosures. The Statement of Cash Flows will be introduced briefly with more discussion to follow in later courses of the Specialization. Also, we will provide a cursory review of key concepts involving time value of money as we will finish this course with focus on revenue recognition, including discussion of the new revenue standard. We will review the general approach for recognizing revenue, special issues affecting revenue recognition including long-term construction contracts. In addition, we will discuss and review common ratios used in profitability analysis.   The University of Illinois at Urbana-Champaign, consistently ranked as one of the nation's top three accounting programs, now offers a masterâs in accounting at a very affordable tuition rate and is completely online. The iMSA is a full Master of Accountancy program and students graduate with an MS that is highly recognized. Try an open course or two, then apply for admission into the credit-bearing version as you may be eligible to take credit-bearing courses during the application process. If you are missing any prerequisites for the full degree, you can complete Coursera courses to demonstrate readiness and strengthen your application for the iMSA. For more information on this exciting iMSA online program, refer to this link: https://www.coursera.org/degrees/imsa https://www.coursera.org/illinois
An Introduction to Accessibility and Inclusive Design | Coursera This course introduces some of the fundamental principles of accessibility and prepares learners for further study in accessibility and inclusive design. Learners will have an opportunity to explore the major types of disabilities and related assistive technology and adaptive strategies, the most salient contours of the legal landscape, and the major principles that guide universal design and accessible content creation. Spotlight guest videos will highlight firsthand perspectives on disability, as well as topics like disability etiquette, universal design and universal design for learning, accommodation in higher education, campus accessibility policy, and accessibility in a corporate setting. https://www.coursera.org/illinois
Creativity Toolkit I: Changing Perspectives | Coursera Thinking and doing the same things faster and better is not enough for innovation; we need creativity. Fortunately, creativity is a skill you can learn. This course will examine when, why, and how you can be creative so you can go through the creative process more efficiently and effectively. It teaches concrete steps to enable you to change your perspective to see new possibilities and solutions. It clarifies what to expect from the creative process and provides support for how you can sustain your progress. It also provides guidance on leading a supportive culture for creativity. The result is an ability to increase your own creativity and that of your teams and organizations so as to recognize and develop new opportunities.You will be able to:  -	Identify and generate opportunities to be creative and launch the innovation process -	Intentionally and confidently enter and proceed through the creative process  -	Foster and sustain the creativity of others    This course is part of Gies College of Businessâ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/. https://www.coursera.org/illinois
Auditing I: Conceptual Foundations of Auditing | Coursera This course provides an intensive conceptual and applied introduction to auditing in society. It focuses on concepts and applications related to financial-statement auditorsâ professional responsibilities as well as major facets of the audit process including risk assessment and audit reporting. In the U.S. financial-statement audits and related services generally are provided by Certified Public Accountants (CPAs). To succeed in this course, you should anticipate engaging in critical thinking and thoughtful communication about audit professionals' decision environments, decision processes, and deliverables. Additionally, you should understand the macro-level learning objectives in each of the course's weekly modules. https://www.coursera.org/illinois
Formal Financial Accounting | Coursera This course builds upon what you learned in Financial Accounting: Foundations and Financial Accounting: Advanced Topics and introduces you to formal foundations of financial accounting. The main purpose of the course is to familiarize you with technical terms in financial accounting, such as debit, credit and T-account. While knowledge on technical aspects of financial accounting is not necessary to understand and interpret financial statements, this knowledge is critical to be able to understand advanced topics in accounting. Formal Financial Accounting is a prerequisite course for the University of Illinois' iMSA program and the terminology we will cover will be used throughout the courses in iMSA program.The University of Illinois at Urbana-Champaign, consistently ranked as one of the nation's top three accounting programs, now offers a masterâs in accounting at a very affordable tuition rate and is completely online. TheÂ iMSAÂ is a full Master of Accountancy program and students graduate with a highly recognized master degree. Try an open course or two, then apply for admission into the credit-bearing version, as you may be eligible to take credit-bearing courses during the application process. If you are missing any prerequisites for the full degree, you can complete Coursera courses to demonstrate readiness and strengthen your application for theÂ iMSA. For more information on this excitingÂ online master's in accounting program, refer to this link:Â https://www.coursera.org/university-programs/imsa https://www.coursera.org/illinois
Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud | Coursera Welcome to the Cloud Computing Applications course, the second part of a two-course series designed to give you a comprehensive view on the world of Cloud Computing and Big Data!In this second course we continue Cloud Computing Applications by exploring how the Cloud opens up data analytics of huge volumes of data that are static or streamed at high velocity and represent an enormous variety of information. Cloud applications and data analytics represent a disruptive change in the ways that society is informed by, and uses information. We start the first week by introducing some major systems for data analysis including Spark and the major frameworks and distributions of analytics applications including Hortonworks, Cloudera, and MapR. By the middle of week one we introduce the HDFS distributed and robust file system that is used in many applications like Hadoop and finish week one by exploring the powerful MapReduce programming model and how distributed operating systems like YARN and Mesos support a flexible and scalable environment for Big Data analytics. In week two, our course introduces large scale data storage and the difficulties and problems of consensus in enormous stores that use quantities of processors, memories and disks. We discuss eventual consistency, ACID, and BASE and the consensus algorithms used in data centers including Paxos and Zookeeper. Our course presents Distributed Key-Value Stores and in memory databases like Redis used in data centers for performance. Next we present NOSQL Databases. We visit HBase, the scalable, low latency database that supports database operations in applications that use Hadoop. Then again we show how Spark SQL can program SQL queries on huge data. We finish up week two with a presentation on Distributed Publish/Subscribe systems using Kafka, a distributed log messaging system that is finding wide use in connecting Big Data and streaming applications together to form complex systems. Week three moves to fast data real-time streaming and introduces Storm technology that is used widely in industries such as Yahoo. We continue with Spark Streaming, Lambda and Kappa architectures, and a presentation of the Streaming Ecosystem. Week four focuses on Graph Processing, Machine Learning, and Deep Learning. We introduce the ideas of graph processing and present Pregel, Giraph, and Spark GraphX. Then we move to machine learning with examples from Mahout and Spark. Kmeans, Naive Bayes, and fpm are given as examples. Spark ML and Mllib continue the theme of programmability and application construction. The last topic we cover in week four introduces Deep Learning technologies including Theano, Tensor Flow, CNTK, MXnet, and Caffe on Spark. https://www.coursera.org/illinois
Infonomics I: Business Information Economics and Data Monetization | Coursera Thriving in the Information Age compels organizations to deploy information as an actual business asset, not as an IT asset or merely as a business byproduct. This demands creativity in conceiving and implementing new ways to generate economic benefits from the wide array of information assets available to an organization. Unfortunately, information too frequently is underappreciated and therefore underutilized.  This first course in the two-part Infonomics series provides a non-technical perspective on and methods for understanding and taking advantage of informationâs unique economic characteristics. Starting with dissecting whether the information is or isnât an asset or even property, students will begin to appreciate the challenges and opportunities with treating it as one. Then the course examines how information behaves in the context of various familiar micro-economic concepts, and what can be gleaned from this to improve the way information is managed and leveraged. This leads to exploring the various ways information can generate economic benefitsâor be monetized, including how various styles of business analytics can increase informationâs potential and realized value for organizations. https://www.coursera.org/illinois
Federal Taxation II: Property Transactions of Business Owners and Shareholders | Coursera This course examines the U.S. federal tax system as it relates to property transactions of business owners and shareholders. Topics include cost recovery, such as depreciation, amortization, and depletion; calculation of realized versus recognized gains and losses; evaluation of the potential tax effects of nontaxable exchanges; and the combining, or netting, gains and losses that are different in nature. Assignments facilitate self-discovery of knowledge and development of a variety of professional skills. https://www.coursera.org/illinois
Financial Reporting Capstone | Coursera The Capstone is the culminating project in the Financial Reporting Specialization. You will have the opportunity to combine the concepts and techniques obtained through all the courses in this specialization (Accounting Analysis I: The Role of Accounting as an Information System, Accounting Analysis I: Measurement and Disclosure of Assets, Accounting Analysis II: Measurement and Disclosure of Liabilities, and Accounting Analysis II: Accounting for Liabilities and Equity) and apply them to a real world accounting project. The Capstone project will be 3 weeks long. You must take the Capstone project class after taking all the other courses in this Specialization. https://www.coursera.org/illinois
3D Printing Applications | Coursera This course will help you understand how 3D printing is being applied across a number of domains, including design, manufacturing, and retailing. It will also demonstrate the special capabilities of 3D printing such as customization, self-assembly, and the ability to print complex objects. In addition to business applications, this course will also examine how individuals, including those in developing countries, are using this technology to create solutions to the problems they face. This course will also provide an overview of design thinking and how you can use this framework to develop ideas that can be turned into objects. Learners who complete this course will obtain a rich understanding of the capabilities of 3D printing and how to think about designing objects for this new technology. https://www.coursera.org/illinois
Applying Data Analytics in Accounting | Coursera This course explores business analytic applications in accounting. First, it presents a survey of technology topics in accounting, including process mining, blockchain and applications in audit, tax, and assurance. Next, the course explores visualization and basic analytics in audit and control testing using R and Alteryx. Next, the course examines the uses of text analysis in accounting and conducts text analysis using R and RStudio. Finally, the course examines robot process automation in general using UiPath and its applications in accounting. https://www.coursera.org/illinois
Ethics, Culture, and Global Perspectives | Coursera In this course, you will acquire a deep understanding of the importance and role of ethics within and beyond the organization as well as realize the benefits and challenges of a diverse culture and various â and changing â global perspectives. The professional business skills related to ethics, culture, and global perspectives gained through this course will help you to succeed working in any organization. https://www.coursera.org/illinois
Ubiquitous Learning and Instructional Technologies | Coursera This course will analyze currently available technologies for learning. Areas addressed include: learning management systems, intelligent tutors, computer adaptive testing, gamification, simulations, learning in and through social media and peer interaction, universal design for learning, differentiated instruction systems, big data and learning analytics, attention monitoring, and affect-aware systems. Participants will explore the processes for selection and implementation of suitable technologies, the design of electronic learning resources, design and application of digital media in teaching and learning, familiarization with web usability and accessibility, and critical analysis of the benefits of technologies in education.-------------------------------- Recommended Background --------------------------------  This course is designed for people interested in the future of education and the "learning society," including people who may wish to join education as a profession, practicing teachers interested in exploring future directions for a vocation that is currently undergoing transformation, and community and workplace leaders who regard their mission to be in part "educative."  -------------------------------- Related Resources --------------------------------  This course is based on the following book:  https://www.amazon.com/Learning-Ecologies-Bill-Cope/dp/1138193720  Additional online resources are available here:  https://newlearningonline.com/e-learning  -------------------------------- Take this Course for Credit at the University of Illinois --------------------------------  This course has the same content and anticipates the same level of contribution by students in the e-Learning Ecologies course offered to graduate certificate, masters, and doctoral level students in the Learning Design and Leadership Program in the College of Education at the University of Illinois.  Of course, in the nature of MOOCs many people will just want to view the videos and casually join some of the discussions. Some people say that these limited kinds of participation offer evidence that MOOCs suffer from low retention rates. Far from it â we say that any level of engagement is good engagement.  On the other hand, if you would like to take this course for credit at the University of Illinois, you will find more information about our program here:  https://newlearningonline.com/kalantzis-and-cope/learning-design-and-leadership-program  And you can apply here:  https://education.illinois.edu/epol/programs-degrees/ldl  -------------------------------- The Learning Design and Leadership Series of MOOCs --------------------------------  This course is one of a series of eight MOOCs created by Bill Cope and Mary Kalantzis for the Learning Design and Leadership program at the University of Illinois. If you find this MOOC helpful, please join us in others!  e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age https://www.coursera.org/learn/elearning  New Learning: Principles and Patterns of Pedagogy https://www.coursera.org/learn/newlearning  Assessment for Learning https://www.coursera.org/learn/assessmentforlearning  Learning, Knowledge, and Human Development  https://www.coursera.org/learn/learning-knowledge-human-development  Ubiquitous Learning and Instructional Technologies https://www.coursera.org/learn/ubiquitouslearning  Negotiating Learner Differences: Towards Productive Diversity in Learning https://www.coursera.org/learn/learnerdifferences  Literacy Teaching and Learning: Aims, Approaches and Pedagogies https://www.coursera.org/learn/literacy-teaching-learning  Multimodal Literacies: Communication and Learning in the Era of Digital Media https://www.coursera.org/learn/multimodal-literacies https://www.coursera.org/illinois
Machine Learning for Accounting with Python | Coursera This course, Machine Learning for Accounting with Python, introduces machine learning algorithms (models) and their applications in accounting problems. It covers classification, regression, clustering, text analysis, time series analysis. It also discusses model evaluation and model optimization. This course provides an entry point for students to be able to apply proper machine learning models on business related datasets with Python to solve various problems.Accounting Data Analytics with Python is a prerequisite for this course. This course is running on the same platform (Jupyter Notebook) as that of the prerequisite course. While Accounting Data Analytics with Python covers data understanding and data preparation in the data analytics process, this course covers the next two steps in the process, modeling and model evaluation. Upon completion of the two courses, students should be able to complete an entire data analytics process with Python. https://www.coursera.org/illinois
Digital Marketing Capstone | Coursera This four-week Capstone of the Digital Marketing Specialization is designed to help you apply the principles you have learned in the previous courses.This capstone course is designed to give you hands-on experience in executing a digital marketing campaign for a fictitious firm selling electronics. In the previous courses on analytics and channels, you came up with strategies to identify a firmâs objectives, specify a few key ones, research alternatives to reaching the customer in their decision journey and finally propose a multi-channel digital marketing plan. In this capstone, you will execute a campaign, rather than creating another "plan".  You will use an online simulation to do this. You will be a marketing manager for a firm selling digital camerasÂ onlineÂ through theirÂ webstore. You will be reviewing the products, pricing, margins, and historical sales. You will create a targeted ad campaign after researching appropriate keywords for the products you are selling. You will also review the basics of landing page design and search engine optimization. You will then create and execute an email campaign. Once these campaigns are executed, you get feedback on theÂ KPI'sÂ such as revenue, profits, traffic, conversions. You will get an opportunity to redo this campaign, with new strategies, to improve yourÂ KPI'sÂ in the second round.   This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu. https://www.coursera.org/illinois
Financial Statements, SEC Filings and Ratio Analysis | Coursera The objective of Financial Statement and Ratio Analysis for MBAs is to provide you with the knowledge and skills necessary to analyze, interpret, understand, and use financial information to make informed decisions. We will discuss financial reporting from a userâs perspective, use a variety of tools to break apart financial reports into meaningful units for analysis, forecast financial statements, and value a firm. This course is intended to give you exposure to the issues facing users of financial statements. You will better understand your role in the financial reporting process if you know how the financial statements will ultimately be used.Financial Statement and Ratio Analysis for MBAs will require you to think critically about issues for which there can be more than one âcorrectâ answer. Hence, your analysis and conclusions must be based on sound assumptions and well-constructed analysis and arguments. https://www.coursera.org/illinois
Global Challenges in Business Capstone | Coursera The capstone for the Global Challenges in Business specialization will provide a learning experience that integrates across all the courses within that specialization. It will involve analysis of a situation concerning an actual business with a view to work toward a global stakeholder engagement business plan for introduction of a new product. Students will analyze a situation taking the vantage point of a global company and develop a global stakeholder engagement plan for a specific geography (chosen by studentsâ region or country of residence, or other consideration). https://www.coursera.org/illinois
Marketing in a Digital World | Coursera This course examines how new digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 500,000 learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/).You will be able to:  â¢	Understand how digital tools are changing the nature of marketing â¢	Explain how digital tools allow consumers to take a more active role in product development, promotion, placement, and pricing activities â¢	Obtain a new set of concepts, tools, and stories to enhance your digital marketing efforts This course is part of Gies College of Businessâ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/. https://www.coursera.org/illinois
Cloud Computing Concepts: Part 2 | Coursera Cloud computing systems today, whether open-source or used inside companies, are built using a common set of core techniques, algorithms, and design philosophies â all centered around distributed systems. Learn about such fundamental distributed computing "concepts" for cloud computing.Some of these concepts include: clouds, MapReduce, key-value/NoSQL stores, classical distributed algorithms, widely-used distributed algorithms, scalability, trending areas, and much, much more!    Know how these systems work from the inside out. Get your hands dirty using these concepts with provided homework exercises. In the programming assignments, implement some of these concepts in template code (programs) provided in the C++ programming language. Prior experience with C++ is required.   The course also features interviews with leading researchers and managers, from both industry and academia.  This course builds on the material covered in the Cloud Computing Concepts, Part 1 course. https://www.coursera.org/illinois
Data Mining Project | Coursera Note: You should complete all the other courses in this Specialization before beginning this course.This six-week long Project course of the Data Mining Specialization will allow you to apply the learned algorithms and techniques for data mining from the previous courses in the Specialization, including Pattern Discovery, Clustering, Text Retrieval, Text Mining, and Visualization, to solve interesting real-world data mining challenges. Specifically, you will work on a restaurant review data set from Yelp and use all the knowledge and skills youâve learned from the previous courses to mine this data set to discover interesting and useful knowledge. The design of the Project emphasizes: 1) simulating the workflow of a data miner in a real job setting; 2) integrating different mining techniques covered in multiple individual courses; 3) experimenting with different ways to solve a problem to deepen your understanding of techniques; and 4) allowing you to propose and explore your own ideas creatively.   The goal of the Project is to analyze and mine a large Yelp review data set to discover useful knowledge to help people make decisions in dining. The project will include the following outputs:   1. Opinion visualization: explore and visualize the review content to understand what people have said in those reviews. 2. Cuisine map construction: mine the data set to understand the landscape of different types of cuisines and their similarities. 3. Discovery of popular dishes for a cuisine: mine the data set to discover the common/popular dishes of a particular cuisine. 4. Recommendation of restaurants to help people decide where to dine: mine the data set to rank restaurants for a specific dish and predict the hygiene condition of a restaurant.  From the perspective of users, a cuisine map can help them understand what cuisines are there and see the big picture of all kinds of cuisines and their relations. Once they decide what cuisine to try, they would be interested in knowing what the popular dishes of that cuisine are and decide what dishes to have. Finally, they will need to choose a restaurant. Thus, recommending restaurants based on a particular dish would be useful. Moreover, predicting the hygiene condition of a restaurant would also be helpful.   By working on these tasks, you will gain experience with a typical workflow in data mining that includes data preprocessing, data exploration, data analysis, improvement of analysis methods, and presentation of results. You will have an opportunity to combine multiple algorithms from different courses to complete a relatively complicated mining task and experiment with different ways to solve a problem to understand the best way to solve it. We will suggest specific approaches, but you are highly encouraged to explore your own ideas since open exploration is, by design, a goal of the Project.   You are required to submit a brief report for each of the tasks for peer grading. A final consolidated report is also required, which will be peer-graded. https://www.coursera.org/illinois
Taxation of Business Entities I: Corporations | Coursera This course provides an introduction to the U.S. federal income taxation of corporations and their shareholders. The course focuses on the relevant provisions of Subchapter C of the Internal Revenue Code, as well as related Treasury Regulations and judicial opinions, governing corporate formation, operations, distributions, and liquidation. Practical in-class study problems facilitate self-discovery of technical tax knowledge along with the development of a variety of professional skills and attitudes. https://www.coursera.org/illinois
Value Chain Management Capstone | Coursera The capstone for the Value Chain Management specialization will provide a learning experience that examines how the various segments of a business integrate to create a value chain. The capstone involves an in-depth analysis of an actual business situation. The final deliverable consists of a plan based on a comprehensive analysis of how accounting, marketing, and operations work together to create a value chain. The plan will propose how value creation in organizations and supply chains can be enhanced using the concepts and frameworks learned in the three courses.This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu. https://www.coursera.org/illinois
Project Execution and Control | Coursera The focus of this course is on the process of managing projects. After planning is done, we need to know how to successfully execute the plan and deliver within the allocated timeframe and cost. This course will focus on how execution and progress evaluation is performed in a waterfall approach, as well as the agile approach to project management. The goal is to learn the tools and techniques offered by both of these approaches and empower the project managers to utilize what works for a given project. https://www.coursera.org/illinois
Sustainable Innovation for Subsistence Marketplaces | Coursera This course focuses on understanding subsistence marketplaces and designing business solutions for the billions of people living in poverty in the global marketplace. To develop understanding of these markets, we use exercises to that enable learners to view the world from the eyes of subsistence consumers and entrepreneurs, facilitate bottomâup understanding generated by participants, and provide insights from extensive research. More broadly, the course uses the context of extreme resource constraints to learn about the bottom-up approach pioneered through the Subsistence Marketplaces Initiative  and apply it in broadly. A parallel project will focus on understanding a specific need in a subsistence marketplace, and designing a solution and an enterprise plan for implementation.You will be able to:   â¢ Develop an understanding of subsistence marketplaces  â¢ Design solutions for subsistence marketplaces  â¢ Develop enterprise plans to implement solutions for subsistence marketplaces  â¢ Apply the bottom-up approach for subsistence marketplaces and other contexts  This course is part of Gies College of Businessâ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/. https://www.coursera.org/illinois
